date,center_id,weather_alert,temperature
2021-05-22,C003,1,70.1
2021-05-23,C001,0,61.4
2021-05-23,C002,1,44.1
2021-05-23,C003,0,52.5
2021-05-24,C001,0,70.6
2021-05-24,C002,0,45.2
2021-05-24,C003,0,41.3
2021-05-25,C001,0,66.0
2021-05-25,C002,0,80.0
2021-05-25,C003,0,48.2
2021-05-26,C001,0,49.4
2021-05-26,C002,1,52.2
2021-05-26,C003,0,73.5
2021-05-27,C001,0,79.0
2021-05-27,C002,0,78.8
2021-05-27,C003,1,75.3
2021-05-28,C001,1,59.9
2021-05-28,C002,0,50.3
2021-05-28,C003,0,69.7
2021-05-29,C001,0,84.7
2021-05-29,C002,0,79.3
2021-05-29,C003,0,54.8
2021-05-30,C001,0,73.6
2021-05-30,C002,1,78.8
2021-05-30,C003,1,59.6
2021-05-31,C001,0,62.6
2021-05-31,C002,0,63.2
2021-05-31,C003,0,59.7
2021-06-01,C001,1,98.7
2021-06-01,C002,1,47.2
2021-06-01,C003,0,46.4
2021-06-02,C001,0,60.9
2021-06-02,C002,0,88.4
2021-06-02,C003,0,51.5
2021-06-03,C001,0,64.4
2021-06-03,C002,0,67.6
2021-06-03,C003,0,43.3
2021-06-04,C001,1,55.3
2021-06-04,C002,0,66.8
2021-06-04,C003,1,55.8
2021-06-05,C001,0,72.9
2021-06-05,C002,0,60.5
2021-06-05,C003,0,43.7
2021-06-06,C001,0,58.0
2021-06-06,C002,0,38.0
2021-06-06,C003,1,65.0
2021-06-07,C001,0,69.0
2021-06-07,C002,1,72.5
2021-06-07,C003,1,77.3
2021-06-08,C001,0,53.0
2021-06-08,C002,0,59.7
2021-06-08,C003,0,72.0
2021-06-09,C001,1,79.9
2021-06-09,C002,0,84.8
2021-06-09,C003,0,92.2
2021-06-10,C001,0,75.5
2021-06-10,C002,0,43.3
2021-06-10,C003,0,71.6
2021-06-11,C001,1,54.3
2021-06-11,C002,0,73.3
2021-06-11,C003,1,90.7
2021-06-12,C001,1,94.5
2021-06-12,C002,0,54.9
2021-06-12,C003,0,54.9
2021-06-13,C001,0,59.8
2021-06-13,C002,0,64.3
2021-06-13,C003,0,62.8
2021-06-14,C001,0,75.0
2021-06-14,C002,0,72.9
2021-06-14,C003,0,62.9
2021-06-15,C001,0,46.1
2021-06-15,C002,0,38.1
2021-06-15,C003,1,48.8
2021-06-16,C001,1,39.3
2021-06-16,C002,0,50.9
2021-06-16,C003,1,55.1
2021-06-17,C001,0,58.0
2021-06-17,C002,0,70.9
2021-06-17,C003,0,31.5
2021-06-18,C001,0,46.1
2021-06-18,C002,0,69.8
2021-06-18,C003,0,64.2
2021-06-19,C001,0,63.7
2021-06-19,C002,1,46.6
2021-06-19,C003,0,78.3
2021-06-20,C001,1,82.9
2021-06-20,C002,0,42.1
2021-06-20,C003,1,51.8
2021-06-21,C001,1,51.6
2021-06-21,C002,0,56.5
2021-06-21,C003,0,63.6
2021-06-22,C001,0,78.4
2021-06-22,C002,0,48.9
2021-06-22,C003,0,54.6
2021-06-23,C001,0,45.8
2021-06-23,C002,0,65.0
2021-06-23,C003,0,72.8
2021-06-24,C001,0,49.3
2021-06-24,C002,0,82.9
2021-06-24,C003,0,60.7
2021-06-25,C001,0,53.0
2021-06-25,C002,1,23.3
2021-06-25,C003,0,80.8
2021-06-26,C001,0,70.2
2021-06-26,C002,0,64.9
2021-06-26,C003,0,68.4
2021-06-27,C001,0,80.1
2021-06-27,C002,0,44.2
2021-06-27,C003,0,99.7
2021-06-28,C001,0,72.6
2021-06-28,C002,0,56.8
2021-06-28,C003,1,96.2
2021-06-29,C001,1,61.0
2021-06-29,C002,0,61.2
2021-06-29,C003,0,69.2
2021-06-30,C001,0,48.5
2021-06-30,C002,0,39.9
2021-06-30,C003,0,50.9
2021-07-01,C001,0,46.0
2021-07-01,C002,0,55.5
2021-07-01,C003,0,51.3
2021-07-02,C001,1,46.4
2021-07-02,C002,1,78.8
2021-07-02,C003,0,70.1
2021-07-03,C001,0,54.9
2021-07-03,C002,0,73.3
2021-07-03,C003,0,46.6
2021-07-04,C001,1,54.4
2021-07-04,C002,0,81.8
2021-07-04,C003,1,64.1
2021-07-05,C001,1,78.6
2021-07-05,C002,1,42.1
2021-07-05,C003,0,85.2
2021-07-06,C001,0,46.7
2021-07-06,C002,0,76.5
2021-07-06,C003,0,59.1
2021-07-07,C001,1,72.7
2021-07-07,C002,1,64.3
2021-07-07,C003,0,77.5
2021-07-08,C001,0,62.7
2021-07-08,C002,0,49.0
2021-07-08,C003,0,70.3
2021-07-09,C001,1,81.5
2021-07-09,C002,0,42.8
2021-07-09,C003,0,81.7
2021-07-10,C001,0,47.8
2021-07-10,C002,0,89.0
2021-07-10,C003,0,42.2
2021-07-11,C001,0,74.3
2021-07-11,C002,1,69.0
2021-07-11,C003,1,68.1
2021-07-12,C001,0,53.2
2021-07-12,C002,0,60.1
2021-07-12,C003,0,73.9
2021-07-13,C001,0,54.9
2021-07-13,C002,0,74.6
2021-07-13,C003,0,51.6
2021-07-14,C001,0,48.4
2021-07-14,C002,0,50.7
2021-07-14,C003,0,42.3
2021-07-15,C001,1,54.1
2021-07-15,C002,0,66.0
2021-07-15,C003,0,52.6
2021-07-16,C001,0,40.9
2021-07-16,C002,1,55.1
2021-07-16,C003,0,41.2
2021-07-17,C001,0,66.3
2021-07-17,C002,0,65.6
2021-07-17,C003,0,63.6
2021-07-18,C001,0,47.9
2021-07-18,C002,1,40.1
2021-07-18,C003,0,49.7
2021-07-19,C001,1,77.5
2021-07-19,C002,1,47.2
2021-07-19,C003,0,61.1
2021-07-20,C001,0,55.3
2021-07-20,C002,0,48.4
2021-07-20,C003,0,57.9
2021-07-21,C001,0,71.8
2021-07-21,C002,0,47.2
2021-07-21,C003,0,33.6
2021-07-22,C001,1,56.7
2021-07-22,C002,1,73.6
2021-07-22,C003,0,70.3
2021-07-23,C001,0,48.9
2021-07-23,C002,1,53.8
2021-07-23,C003,0,58.7
2021-07-24,C001,1,48.3
2021-07-24,C002,0,63.8
2021-07-24,C003,0,66.4
2021-07-25,C001,0,62.2
2021-07-25,C002,0,55.9
2021-07-25,C003,1,62.9
2021-07-26,C001,1,70.9
2021-07-26,C002,0,77.3
2021-07-26,C003,0,49.2
2021-07-27,C001,0,79.7
2021-07-27,C002,0,52.0
2021-07-27,C003,0,54.6
2021-07-28,C001,0,55.9
2021-07-28,C002,0,65.0
2021-07-28,C003,0,73.7
2021-07-29,C001,1,68.8
2021-07-29,C002,0,54.2
2021-07-29,C003,1,56.0
2021-07-30,C001,0,63.8
2021-07-30,C002,0,87.7
2021-07-30,C003,0,60.4
2021-07-31,C001,0,47.3
2021-07-31,C002,0,80.0
2021-07-31,C003,1,64.3
2021-08-01,C001,0,40.1
2021-08-01,C002,0,46.8
2021-08-01,C003,0,66.6
2021-08-02,C001,0,64.6
2021-08-02,C002,0,68.2
2021-08-02,C003,0,72.5
2021-08-03,C001,0,55.5
2021-08-03,C002,1,59.7
2021-08-03,C003,0,64.0
2021-08-04,C001,1,45.7
2021-08-04,C002,0,49.1
2021-08-04,C003,0,65.3
2021-08-05,C001,0,70.5
2021-08-05,C002,0,62.5
2021-08-05,C003,0,56.0
2021-08-06,C001,0,44.1
2021-08-06,C002,0,48.1
2021-08-06,C003,1,41.2
2021-08-07,C001,1,90.5
2021-08-07,C002,0,62.3
2021-08-07,C003,0,48.9
2021-08-08,C001,0,56.3
2021-08-08,C002,0,62.8
2021-08-08,C003,0,66.2
2021-08-09,C001,0,59.2
2021-08-09,C002,1,82.7
2021-08-09,C003,0,65.1
2021-08-10,C001,0,70.2
2021-08-10,C002,0,46.0
2021-08-10,C003,0,63.4
2021-08-11,C001,0,64.3
2021-08-11,C002,0,43.5
2021-08-11,C003,0,39.1
2021-08-12,C001,0,65.7
2021-08-12,C002,0,45.6
2021-08-12,C003,0,60.0
2021-08-13,C001,0,72.0
2021-08-13,C002,0,81.1
2021-08-13,C003,1,41.6
2021-08-14,C001,0,66.9
2021-08-14,C002,0,67.9
2021-08-14,C003,0,74.0
2021-08-15,C001,0,62.6
2021-08-15,C002,0,89.9
2021-08-15,C003,0,58.7
2021-08-16,C001,1,51.9
2021-08-16,C002,0,53.0
2021-08-16,C003,0,38.9
2021-08-17,C001,0,78.7
2021-08-17,C002,0,75.9
2021-08-17,C003,0,50.9
2021-08-18,C001,0,48.2
2021-08-18,C002,0,30.5
2021-08-18,C003,0,67.3
2021-08-19,C001,0,46.5
2021-08-19,C002,0,54.4
2021-08-19,C003,0,71.6
2021-08-20,C001,0,57.5
2021-08-20,C002,0,31.3
2021-08-20,C003,0,89.4
2021-08-21,C001,1,82.3
2021-08-21,C002,0,82.1
2021-08-21,C003,0,53.5
2021-08-22,C001,0,61.0
2021-08-22,C002,0,29.4
2021-08-22,C003,0,38.0
2021-08-23,C001,0,77.1
2021-08-23,C002,1,35.4
2021-08-23,C003,1,41.4
2021-08-24,C001,0,70.4
2021-08-24,C002,0,65.1
2021-08-24,C003,0,66.6
2021-08-25,C001,0,45.2
2021-08-25,C002,0,72.0
2021-08-25,C003,0,71.6
2021-08-26,C001,0,64.7
2021-08-26,C002,0,47.7
2021-08-26,C003,0,57.4
2021-08-27,C001,0,61.3
2021-08-27,C002,0,61.5
2021-08-27,C003,1,63.9
2021-08-28,C001,0,77.5
2021-08-28,C002,0,60.7
2021-08-28,C003,0,45.7
2021-08-29,C001,0,64.2
2021-08-29,C002,0,80.2
2021-08-29,C003,0,35.5
2021-08-30,C001,0,59.3
2021-08-30,C002,1,69.3
2021-08-30,C003,0,46.8
2021-08-31,C001,0,46.1
2021-08-31,C002,0,48.3
2021-08-31,C003,0,77.0
2021-09-01,C001,1,73.0
2021-09-01,C002,0,68.6
2021-09-01,C003,0,63.4
2021-09-02,C001,1,51.1
2021-09-02,C002,0,46.3
2021-09-02,C003,0,61.4
2021-09-03,C001,0,48.7
2021-09-03,C002,0,55.6
2021-09-03,C003,0,62.8
2021-09-04,C001,0,48.7
2021-09-04,C002,0,56.3
2021-09-04,C003,0,55.4
2021-09-05,C001,0,68.9
2021-09-05,C002,0,51.4
2021-09-05,C003,0,59.0
2021-09-06,C001,0,75.5
2021-09-06,C002,0,75.3
2021-09-06,C003,0,65.0
2021-09-07,C001,0,56.7
2021-09-07,C002,0,26.4
2021-09-07,C003,0,75.6
2021-09-08,C001,0,39.9
2021-09-08,C002,0,37.1
2021-09-08,C003,0,13.5
2021-09-09,C001,0,70.6
2021-09-09,C002,0,79.5
2021-09-09,C003,0,53.5
2021-09-10,C001,0,43.7
2021-09-10,C002,0,64.5
2021-09-10,C003,0,38.1
2021-09-11,C001,0,62.9
2021-09-11,C002,0,82.3
2021-09-11,C003,0,63.6
2021-09-12,C001,0,53.8
2021-09-12,C002,0,57.0
2021-09-12,C003,0,45.4
2021-09-13,C001,0,51.7
2021-09-13,C002,0,61.2
2021-09-13,C003,1,63.7
2021-09-14,C001,0,70.8
2021-09-14,C002,0,85.6
2021-09-14,C003,0,82.7
2021-09-15,C001,1,38.3
2021-09-15,C002,0,50.5
2021-09-15,C003,0,46.7
2021-09-16,C001,0,82.4
2021-09-16,C002,0,84.3
2021-09-16,C003,0,69.3
2021-09-17,C001,1,48.2
2021-09-17,C002,1,36.8
2021-09-17,C003,0,57.0
2021-09-18,C001,0,59.2
2021-09-18,C002,0,50.9
2021-09-18,C003,1,35.8
2021-09-19,C001,0,54.1
2021-09-19,C002,0,65.4
2021-09-19,C003,0,84.0
2021-09-20,C001,0,46.8
2021-09-20,C002,0,50.8
2021-09-20,C003,1,67.9
2021-09-21,C001,0,67.2
2021-09-21,C002,1,49.2
2021-09-21,C003,0,83.7
2021-09-22,C001,0,52.3
2021-09-22,C002,1,32.0
2021-09-22,C003,0,46.1
2021-09-23,C001,0,61.7
2021-09-23,C002,0,56.9
2021-09-23,C003,0,61.8
2021-09-24,C001,0,82.3
2021-09-24,C002,0,72.6
2021-09-24,C003,0,35.3
2021-09-25,C001,0,26.6
2021-09-25,C002,0,71.1
2021-09-25,C003,0,86.7
2021-09-26,C001,0,53.0
2021-09-26,C002,0,62.3
2021-09-26,C003,1,66.6
2021-09-27,C001,0,80.5
2021-09-27,C002,1,49.4
2021-09-27,C003,1,56.2
2021-09-28,C001,0,58.8
2021-09-28,C002,0,74.0
2021-09-28,C003,0,68.0
2021-09-29,C001,1,55.0
2021-09-29,C002,0,69.1
2021-09-29,C003,1,71.3
2021-09-30,C001,1,66.2
2021-09-30,C002,0,40.2
2021-09-30,C003,0,72.8
2021-10-01,C001,0,84.6
2021-10-01,C002,0,59.6
2021-10-01,C003,0,37.7
2021-10-02,C001,0,67.3
2021-10-02,C002,0,26.4
2021-10-02,C003,0,62.1
2021-10-03,C001,0,75.8
2021-10-03,C002,0,69.0
2021-10-03,C003,0,67.7
2021-10-04,C001,0,70.1
2021-10-04,C002,0,72.1
2021-10-04,C003,0,55.6
2021-10-05,C001,0,52.1
2021-10-05,C002,1,42.1
2021-10-05,C003,0,51.9
2021-10-06,C001,0,45.3
2021-10-06,C002,0,57.0
2021-10-06,C003,0,70.1
2021-10-07,C001,0,64.3
2021-10-07,C002,0,48.9
2021-10-07,C003,0,59.2
2021-10-08,C001,0,55.9
2021-10-08,C002,0,82.7
2021-10-08,C003,1,64.2
2021-10-09,C001,0,59.8
2021-10-09,C002,0,75.4
2021-10-09,C003,0,40.8
2021-10-10,C001,0,44.3
2021-10-10,C002,0,59.2
2021-10-10,C003,0,61.9
2021-10-11,C001,1,42.2
2021-10-11,C002,1,49.2
2021-10-11,C003,0,75.5
2021-10-12,C001,0,81.4
2021-10-12,C002,0,66.1
2021-10-12,C003,0,77.7
2021-10-13,C001,0,71.4
2021-10-13,C002,0,54.6
2021-10-13,C003,1,55.2
2021-10-14,C001,1,61.4
2021-10-14,C002,0,55.4
2021-10-14,C003,0,50.5
2021-10-15,C001,0,55.0
2021-10-15,C002,1,50.9
2021-10-15,C003,0,68.1
2021-10-16,C001,0,38.8
2021-10-16,C002,0,65.6
2021-10-16,C003,1,60.9
2021-10-17,C001,0,31.3
2021-10-17,C002,1,71.6
2021-10-17,C003,0,56.9
2021-10-18,C001,1,74.8
2021-10-18,C002,1,55.4
2021-10-18,C003,0,105.8
