date,center_id,sku_id,inbound_volume,outbound_volume
2021-01-03,C002,SKU019,120,82
2021-01-03,C002,SKU020,109,86
2021-01-03,C003,SKU001,102,104
2021-01-03,C003,SKU002,75,142
2021-01-03,C003,SKU003,69,59
2021-01-03,C003,SKU004,134,109
2021-01-03,C003,SKU005,118,105
2021-01-03,C003,SKU006,99,67
2021-01-03,C003,SKU007,102,73
2021-01-03,C003,SKU008,129,86
2021-01-03,C003,SKU009,75,81
2021-01-03,C003,SKU010,112,75
2021-01-03,C003,SKU011,75,96
2021-01-03,C003,SKU012,107,77
2021-01-03,C003,SKU013,85,95
2021-01-03,C003,SKU014,56,54
2021-01-03,C003,SKU015,78,84
2021-01-03,C003,SKU016,109,126
2021-01-03,C003,SKU017,125,86
2021-01-03,C003,SKU018,99,64
2021-01-03,C003,SKU019,99,82
2021-01-03,C003,SKU020,109,69
2021-01-04,C001,SKU001,115,128
2021-01-04,C001,SKU002,96,100
2021-01-04,C001,SKU003,120,79
2021-01-04,C001,SKU004,106,90
2021-01-04,C001,SKU005,102,70
2021-01-04,C001,SKU006,100,102
2021-01-04,C001,SKU007,143,113
2021-01-04,C001,SKU008,164,70
2021-01-04,C001,SKU009,126,94
2021-01-04,C001,SKU010,165,69
2021-01-04,C001,SKU011,74,75
2021-01-04,C001,SKU012,36,76
2021-01-04,C001,SKU013,77,93
2021-01-04,C001,SKU014,110,136
2021-01-04,C001,SKU015,128,75
2021-01-04,C001,SKU016,73,102
2021-01-04,C001,SKU017,60,135
2021-01-04,C001,SKU018,135,78
2021-01-04,C001,SKU019,48,123
2021-01-04,C001,SKU020,96,120
2021-01-04,C002,SKU001,52,75
2021-01-04,C002,SKU002,100,91
2021-01-04,C002,SKU003,86,105
2021-01-04,C002,SKU004,67,86
2021-01-04,C002,SKU005,103,102
2021-01-04,C002,SKU006,121,61
2021-01-04,C002,SKU007,53,121
2021-01-04,C002,SKU008,109,71
2021-01-04,C002,SKU009,146,92
2021-01-04,C002,SKU010,135,91
2021-01-04,C002,SKU011,161,133
2021-01-04,C002,SKU012,92,114
2021-01-04,C002,SKU013,119,124
2021-01-04,C002,SKU014,71,107
2021-01-04,C002,SKU015,131,46
2021-01-04,C002,SKU016,64,39
2021-01-04,C002,SKU017,91,107
2021-01-04,C002,SKU018,145,91
2021-01-04,C002,SKU019,148,55
2021-01-04,C002,SKU020,48,88
2021-01-04,C003,SKU001,111,89
2021-01-04,C003,SKU002,37,87
2021-01-04,C003,SKU003,60,106
2021-01-04,C003,SKU004,110,66
2021-01-04,C003,SKU005,84,63
2021-01-04,C003,SKU006,98,113
2021-01-04,C003,SKU007,70,102
2021-01-04,C003,SKU008,84,70
2021-01-04,C003,SKU009,96,64
2021-01-04,C003,SKU010,83,60
2021-01-04,C003,SKU011,158,90
2021-01-04,C003,SKU012,79,95
2021-01-04,C003,SKU013,96,84
2021-01-04,C003,SKU014,118,108
2021-01-04,C003,SKU015,84,75
2021-01-04,C003,SKU016,91,32
2021-01-04,C003,SKU017,54,124
2021-01-04,C003,SKU018,149,83
2021-01-04,C003,SKU019,117,97
2021-01-04,C003,SKU020,192,117
2021-01-05,C001,SKU001,96,66
2021-01-05,C001,SKU002,51,95
2021-01-05,C001,SKU003,77,54
2021-01-05,C001,SKU004,80,62
2021-01-05,C001,SKU005,150,112
2021-01-05,C001,SKU006,99,126
2021-01-05,C001,SKU007,102,68
2021-01-05,C001,SKU008,145,103
2021-01-05,C001,SKU009,68,85
2021-01-05,C001,SKU010,73,55
2021-01-05,C001,SKU011,127,137
2021-01-05,C001,SKU012,58,104
2021-01-05,C001,SKU013,80,77
2021-01-05,C001,SKU014,82,68
2021-01-05,C001,SKU015,101,69
2021-01-05,C001,SKU016,108,88
2021-01-05,C001,SKU017,92,67
2021-01-05,C001,SKU018,82,108
2021-01-05,C001,SKU019,115,65
2021-01-05,C001,SKU020,102,108
2021-01-05,C002,SKU001,49,103
2021-01-05,C002,SKU002,80,104
2021-01-05,C002,SKU003,77,44
2021-01-05,C002,SKU004,51,91
2021-01-05,C002,SKU005,107,67
2021-01-05,C002,SKU006,119,48
2021-01-05,C002,SKU007,98,59
2021-01-05,C002,SKU008,80,91
2021-01-05,C002,SKU009,74,80
2021-01-05,C002,SKU010,130,75
2021-01-05,C002,SKU011,125,61
2021-01-05,C002,SKU012,115,126
2021-01-05,C002,SKU013,25,70
2021-01-05,C002,SKU014,117,84
2021-01-05,C002,SKU015,111,74
2021-01-05,C002,SKU016,102,86
2021-01-05,C002,SKU017,135,96
2021-01-05,C002,SKU018,110,79
2021-01-05,C002,SKU019,85,79
2021-01-05,C002,SKU020,111,79
2021-01-05,C003,SKU001,108,141
2021-01-05,C003,SKU002,126,81
2021-01-05,C003,SKU003,136,79
2021-01-05,C003,SKU004,38,64
2021-01-05,C003,SKU005,43,81
2021-01-05,C003,SKU006,100,131
2021-01-05,C003,SKU007,109,84
2021-01-05,C003,SKU008,124,34
2021-01-05,C003,SKU009,107,109
2021-01-05,C003,SKU010,55,118
2021-01-05,C003,SKU011,110,79
2021-01-05,C003,SKU012,118,146
2021-01-05,C003,SKU013,105,96
2021-01-05,C003,SKU014,86,68
2021-01-05,C003,SKU015,124,68
2021-01-05,C003,SKU016,102,78
2021-01-05,C003,SKU017,114,98
2021-01-05,C003,SKU018,131,77
2021-01-05,C003,SKU019,91,65
2021-01-05,C003,SKU020,86,99
2021-01-06,C001,SKU001,122,66
2021-01-06,C001,SKU002,126,123
2021-01-06,C001,SKU003,112,136
2021-01-06,C001,SKU004,76,58
2021-01-06,C001,SKU005,46,127
2021-01-06,C001,SKU006,119,88
2021-01-06,C001,SKU007,108,61
2021-01-06,C001,SKU008,173,93
2021-01-06,C001,SKU009,103,108
2021-01-06,C001,SKU010,114,95
2021-01-06,C001,SKU011,76,101
2021-01-06,C001,SKU012,156,123
2021-01-06,C001,SKU013,147,77
2021-01-06,C001,SKU014,70,86
2021-01-06,C001,SKU015,101,117
2021-01-06,C001,SKU016,49,128
2021-01-06,C001,SKU017,95,79
2021-01-06,C001,SKU018,69,48
2021-01-06,C001,SKU019,124,91
2021-01-06,C001,SKU020,61,57
2021-01-06,C002,SKU001,89,131
2021-01-06,C002,SKU002,92,52
2021-01-06,C002,SKU003,92,83
2021-01-06,C002,SKU004,19,88
2021-01-06,C002,SKU005,93,107
2021-01-06,C002,SKU006,155,118
2021-01-06,C002,SKU007,91,62
2021-01-06,C002,SKU008,177,91
2021-01-06,C002,SKU009,100,89
2021-01-06,C002,SKU010,105,86
2021-01-06,C002,SKU011,82,76
2021-01-06,C002,SKU012,99,76
2021-01-06,C002,SKU013,78,92
2021-01-06,C002,SKU014,92,127
2021-01-06,C002,SKU015,20,117
2021-01-06,C002,SKU016,137,38
2021-01-06,C002,SKU017,89,80
2021-01-06,C002,SKU018,57,70
2021-01-06,C002,SKU019,66,133
2021-01-06,C002,SKU020,128,121
2021-01-06,C003,SKU001,121,61
2021-01-06,C003,SKU002,84,102
2021-01-06,C003,SKU003,63,107
2021-01-06,C003,SKU004,92,80
2021-01-06,C003,SKU005,121,101
2021-01-06,C003,SKU006,89,118
2021-01-06,C003,SKU007,67,105
2021-01-06,C003,SKU008,117,82
2021-01-06,C003,SKU009,109,58
2021-01-06,C003,SKU010,127,85
2021-01-06,C003,SKU011,84,116
2021-01-06,C003,SKU012,78,54
2021-01-06,C003,SKU013,53,105
2021-01-06,C003,SKU014,61,133
2021-01-06,C003,SKU015,37,132
2021-01-06,C003,SKU016,106,87
2021-01-06,C003,SKU017,83,99
2021-01-06,C003,SKU018,98,117
2021-01-06,C003,SKU019,103,93
2021-01-06,C003,SKU020,89,88
2021-01-07,C001,SKU001,109,47
2021-01-07,C001,SKU002,59,108
2021-01-07,C001,SKU003,105,85
2021-01-07,C001,SKU004,100,98
2021-01-07,C001,SKU005,83,70
2021-01-07,C001,SKU006,105,65
2021-01-07,C001,SKU007,112,47
2021-01-07,C001,SKU008,130,101
2021-01-07,C001,SKU009,107,114
2021-01-07,C001,SKU010,149,115
2021-01-07,C001,SKU011,44,58
2021-01-07,C001,SKU012,81,90
2021-01-07,C001,SKU013,115,71
2021-01-07,C001,SKU014,105,71
2021-01-07,C001,SKU015,81,54
2021-01-07,C001,SKU016,72,56
2021-01-07,C001,SKU017,70,116
2021-01-07,C001,SKU018,71,155
2021-01-07,C001,SKU019,114,94
2021-01-07,C001,SKU020,74,107
2021-01-07,C002,SKU001,82,93
2021-01-07,C002,SKU002,176,87
2021-01-07,C002,SKU003,134,72
2021-01-07,C002,SKU004,98,134
2021-01-07,C002,SKU005,81,135
2021-01-07,C002,SKU006,121,75
2021-01-07,C002,SKU007,118,114
2021-01-07,C002,SKU008,118,50
2021-01-07,C002,SKU009,78,83
2021-01-07,C002,SKU010,97,105
2021-01-07,C002,SKU011,105,56
2021-01-07,C002,SKU012,111,105
2021-01-07,C002,SKU013,116,117
2021-01-07,C002,SKU014,125,101
2021-01-07,C002,SKU015,97,48
2021-01-07,C002,SKU016,112,95
2021-01-07,C002,SKU017,108,58
2021-01-07,C002,SKU018,67,116
2021-01-07,C002,SKU019,98,107
2021-01-07,C002,SKU020,100,90
2021-01-07,C003,SKU001,128,77
2021-01-07,C003,SKU002,102,78
2021-01-07,C003,SKU003,86,82
2021-01-07,C003,SKU004,106,78
2021-01-07,C003,SKU005,137,67
2021-01-07,C003,SKU006,94,79
2021-01-07,C003,SKU007,143,94
2021-01-07,C003,SKU008,130,52
2021-01-07,C003,SKU009,108,112
2021-01-07,C003,SKU010,102,116
2021-01-07,C003,SKU011,84,125
2021-01-07,C003,SKU012,168,80
2021-01-07,C003,SKU013,86,126
2021-01-07,C003,SKU014,147,76
2021-01-07,C003,SKU015,87,82
2021-01-07,C003,SKU016,59,67
2021-01-07,C003,SKU017,69,70
2021-01-07,C003,SKU018,98,95
2021-01-07,C003,SKU019,146,65
2021-01-07,C003,SKU020,129,84
2021-01-08,C001,SKU001,98,106
2021-01-08,C001,SKU002,66,99
2021-01-08,C001,SKU003,104,102
2021-01-08,C001,SKU004,108,151
2021-01-08,C001,SKU005,80,76
2021-01-08,C001,SKU006,81,76
2021-01-08,C001,SKU007,80,119
2021-01-08,C001,SKU008,142,75
2021-01-08,C001,SKU009,75,101
2021-01-08,C001,SKU010,83,105
2021-01-08,C001,SKU011,106,52
2021-01-08,C001,SKU012,146,134
2021-01-08,C001,SKU013,81,80
2021-01-08,C001,SKU014,108,98
2021-01-08,C001,SKU015,119,140
2021-01-08,C001,SKU016,94,70
2021-01-08,C001,SKU017,58,71
2021-01-08,C001,SKU018,99,134
2021-01-08,C001,SKU019,84,95
2021-01-08,C001,SKU020,99,119
2021-01-08,C002,SKU001,175,76
2021-01-08,C002,SKU002,85,116
2021-01-08,C002,SKU003,120,136
2021-01-08,C002,SKU004,117,81
2021-01-08,C002,SKU005,117,117
2021-01-08,C002,SKU006,124,102
2021-01-08,C002,SKU007,132,119
2021-01-08,C002,SKU008,141,106
2021-01-08,C002,SKU009,94,93
2021-01-08,C002,SKU010,136,69
2021-01-08,C002,SKU011,111,80
2021-01-08,C002,SKU012,100,121
2021-01-08,C002,SKU013,105,91
2021-01-08,C002,SKU014,59,108
2021-01-08,C002,SKU015,119,144
2021-01-08,C002,SKU016,90,95
2021-01-08,C002,SKU017,107,129
2021-01-08,C002,SKU018,97,96
2021-01-08,C002,SKU019,118,94
2021-01-08,C002,SKU020,86,94
2021-01-08,C003,SKU001,132,64
2021-01-08,C003,SKU002,103,72
2021-01-08,C003,SKU003,135,51
2021-01-08,C003,SKU004,83,99
2021-01-08,C003,SKU005,146,88
2021-01-08,C003,SKU006,83,137
2021-01-08,C003,SKU007,56,35
2021-01-08,C003,SKU008,113,77
2021-01-08,C003,SKU009,69,107
2021-01-08,C003,SKU010,107,75
2021-01-08,C003,SKU011,61,111
2021-01-08,C003,SKU012,119,87
2021-01-08,C003,SKU013,155,63
2021-01-08,C003,SKU014,54,72
2021-01-08,C003,SKU015,98,96
2021-01-08,C003,SKU016,92,98
2021-01-08,C003,SKU017,62,126
2021-01-08,C003,SKU018,97,117
2021-01-08,C003,SKU019,110,101
2021-01-08,C003,SKU020,117,101
2021-01-09,C001,SKU001,119,123
2021-01-09,C001,SKU002,105,107
2021-01-09,C001,SKU003,97,126
2021-01-09,C001,SKU004,79,135
2021-01-09,C001,SKU005,98,54
2021-01-09,C001,SKU006,103,72
2021-01-09,C001,SKU007,125,73
2021-01-09,C001,SKU008,86,42
2021-01-09,C001,SKU009,86,29
2021-01-09,C001,SKU010,52,109
2021-01-09,C001,SKU011,123,100
2021-01-09,C001,SKU012,70,88
2021-01-09,C001,SKU013,99,61
2021-01-09,C001,SKU014,145,111
2021-01-09,C001,SKU015,93,90
2021-01-09,C001,SKU016,106,38
2021-01-09,C001,SKU017,92,72
2021-01-09,C001,SKU018,69,82
2021-01-09,C001,SKU019,153,106
2021-01-09,C001,SKU020,82,104
2021-01-09,C002,SKU001,141,113
2021-01-09,C002,SKU002,101,73
2021-01-09,C002,SKU003,120,99
2021-01-09,C002,SKU004,126,105
2021-01-09,C002,SKU005,131,76
2021-01-09,C002,SKU006,139,94
2021-01-09,C002,SKU007,162,72
2021-01-09,C002,SKU008,152,94
2021-01-09,C002,SKU009,80,77
2021-01-09,C002,SKU010,90,100
2021-01-09,C002,SKU011,115,75
2021-01-09,C002,SKU012,99,143
2021-01-09,C002,SKU013,151,100
2021-01-09,C002,SKU014,101,93
2021-01-09,C002,SKU015,118,64
2021-01-09,C002,SKU016,92,48
2021-01-09,C002,SKU017,111,106
2021-01-09,C002,SKU018,85,129
2021-01-09,C002,SKU019,63,53
2021-01-09,C002,SKU020,106,116
2021-01-09,C003,SKU001,150,78
2021-01-09,C003,SKU002,132,89
2021-01-09,C003,SKU003,94,112
2021-01-09,C003,SKU004,119,50
2021-01-09,C003,SKU005,144,124
2021-01-09,C003,SKU006,81,99
2021-01-09,C003,SKU007,114,96
2021-01-09,C003,SKU008,83,73
2021-01-09,C003,SKU009,99,119
2021-01-09,C003,SKU010,116,80
2021-01-09,C003,SKU011,123,18
2021-01-09,C003,SKU012,134,46
2021-01-09,C003,SKU013,89,62
2021-01-09,C003,SKU014,61,119
2021-01-09,C003,SKU015,85,98
2021-01-09,C003,SKU016,98,101
2021-01-09,C003,SKU017,102,57
2021-01-09,C003,SKU018,129,77
2021-01-09,C003,SKU019,53,79
2021-01-09,C003,SKU020,145,111
2021-01-10,C001,SKU001,89,81
2021-01-10,C001,SKU002,90,141
2021-01-10,C001,SKU003,111,100
2021-01-10,C001,SKU004,130,95
2021-01-10,C001,SKU005,92,85
2021-01-10,C001,SKU006,97,89
2021-01-10,C001,SKU007,121,91
2021-01-10,C001,SKU008,121,87
2021-01-10,C001,SKU009,102,40
2021-01-10,C001,SKU010,127,98
2021-01-10,C001,SKU011,129,17
2021-01-10,C001,SKU012,162,86
2021-01-10,C001,SKU013,133,64
2021-01-10,C001,SKU014,118,63
2021-01-10,C001,SKU015,81,137
2021-01-10,C001,SKU016,94,95
2021-01-10,C001,SKU017,126,102
2021-01-10,C001,SKU018,104,99
2021-01-10,C001,SKU019,172,88
2021-01-10,C001,SKU020,106,116
2021-01-10,C002,SKU001,133,119
2021-01-10,C002,SKU002,119,61
2021-01-10,C002,SKU003,149,61
2021-01-10,C002,SKU004,109,71
2021-01-10,C002,SKU005,98,98
2021-01-10,C002,SKU006,109,100
2021-01-10,C002,SKU007,148,101
2021-01-10,C002,SKU008,92,114
2021-01-10,C002,SKU009,135,59
2021-01-10,C002,SKU010,117,107
2021-01-10,C002,SKU011,91,124
2021-01-10,C002,SKU012,95,93
2021-01-10,C002,SKU013,94,90
2021-01-10,C002,SKU014,67,53
2021-01-10,C002,SKU015,147,68
2021-01-10,C002,SKU016,70,36
2021-01-10,C002,SKU017,80,56
2021-01-10,C002,SKU018,149,115
2021-01-10,C002,SKU019,79,146
2021-01-10,C002,SKU020,129,81
2021-01-10,C003,SKU001,25,147
2021-01-10,C003,SKU002,58,48
2021-01-10,C003,SKU003,130,150
2021-01-10,C003,SKU004,141,104
2021-01-10,C003,SKU005,117,111
2021-01-10,C003,SKU006,122,97
2021-01-10,C003,SKU007,103,88
2021-01-10,C003,SKU008,77,82
2021-01-10,C003,SKU009,49,87
2021-01-10,C003,SKU010,70,62
2021-01-10,C003,SKU011,105,124
2021-01-10,C003,SKU012,127,50
2021-01-10,C003,SKU013,70,113
2021-01-10,C003,SKU014,70,84
2021-01-10,C003,SKU015,116,65
2021-01-10,C003,SKU016,103,56
2021-01-10,C003,SKU017,81,97
2021-01-10,C003,SKU018,52,101
2021-01-10,C003,SKU019,99,103
2021-01-10,C003,SKU020,106,124
2021-01-11,C001,SKU001,103,79
2021-01-11,C001,SKU002,103,103
2021-01-11,C001,SKU003,101,91
2021-01-11,C001,SKU004,78,73
2021-01-11,C001,SKU005,57,133
2021-01-11,C001,SKU006,62,72
2021-01-11,C001,SKU007,78,112
2021-01-11,C001,SKU008,91,121
2021-01-11,C001,SKU009,79,96
2021-01-11,C001,SKU010,74,143
2021-01-11,C001,SKU011,64,97
2021-01-11,C001,SKU012,119,100
2021-01-11,C001,SKU013,94,86
2021-01-11,C001,SKU014,101,86
2021-01-11,C001,SKU015,128,145
2021-01-11,C001,SKU016,83,55
2021-01-11,C001,SKU017,97,154
2021-01-11,C001,SKU018,75,130
2021-01-11,C001,SKU019,150,76
2021-01-11,C001,SKU020,117,130
2021-01-11,C002,SKU001,88,84
2021-01-11,C002,SKU002,82,64
2021-01-11,C002,SKU003,80,59
2021-01-11,C002,SKU004,101,70
2021-01-11,C002,SKU005,107,51
2021-01-11,C002,SKU006,109,110
2021-01-11,C002,SKU007,40,99
2021-01-11,C002,SKU008,136,59
2021-01-11,C002,SKU009,150,100
2021-01-11,C002,SKU010,78,88
2021-01-11,C002,SKU011,116,91
2021-01-11,C002,SKU012,116,66
2021-01-11,C002,SKU013,105,54
2021-01-11,C002,SKU014,96,67
2021-01-11,C002,SKU015,77,120
2021-01-11,C002,SKU016,132,105
2021-01-11,C002,SKU017,67,82
2021-01-11,C002,SKU018,136,93
2021-01-11,C002,SKU019,169,99
2021-01-11,C002,SKU020,105,82
2021-01-11,C003,SKU001,104,86
2021-01-11,C003,SKU002,121,113
2021-01-11,C003,SKU003,76,56
2021-01-11,C003,SKU004,44,102
2021-01-11,C003,SKU005,66,36
2021-01-11,C003,SKU006,111,152
2021-01-11,C003,SKU007,99,110
2021-01-11,C003,SKU008,102,87
2021-01-11,C003,SKU009,127,82
2021-01-11,C003,SKU010,108,98
2021-01-11,C003,SKU011,79,114
2021-01-11,C003,SKU012,94,71
2021-01-11,C003,SKU013,116,67
2021-01-11,C003,SKU014,100,89
2021-01-11,C003,SKU015,132,101
2021-01-11,C003,SKU016,99,110
2021-01-11,C003,SKU017,141,103
2021-01-11,C003,SKU018,100,57
2021-01-11,C003,SKU019,68,82
2021-01-11,C003,SKU020,81,85
2021-01-12,C001,SKU001,101,103
2021-01-12,C001,SKU002,97,102
2021-01-12,C001,SKU003,101,40
2021-01-12,C001,SKU004,71,86
2021-01-12,C001,SKU005,63,104
2021-01-12,C001,SKU006,145,120
2021-01-12,C001,SKU007,93,127
2021-01-12,C001,SKU008,104,81
2021-01-12,C001,SKU009,81,82
2021-01-12,C001,SKU010,88,94
2021-01-12,C001,SKU011,104,90
2021-01-12,C001,SKU012,113,119
2021-01-12,C001,SKU013,128,52
2021-01-12,C001,SKU014,23,113
2021-01-12,C001,SKU015,58,84
2021-01-12,C001,SKU016,64,44
2021-01-12,C001,SKU017,116,108
2021-01-12,C001,SKU018,82,25
2021-01-12,C001,SKU019,83,99
2021-01-12,C001,SKU020,55,94
2021-01-12,C002,SKU001,99,104
2021-01-12,C002,SKU002,103,65
2021-01-12,C002,SKU003,135,86
2021-01-12,C002,SKU004,99,66
2021-01-12,C002,SKU005,86,67
2021-01-12,C002,SKU006,94,132
2021-01-12,C002,SKU007,58,49
2021-01-12,C002,SKU008,144,84
2021-01-12,C002,SKU009,79,115
2021-01-12,C002,SKU010,81,135
2021-01-12,C002,SKU011,120,77
2021-01-12,C002,SKU012,164,74
2021-01-12,C002,SKU013,122,97
2021-01-12,C002,SKU014,139,129
2021-01-12,C002,SKU015,100,71
2021-01-12,C002,SKU016,113,73
2021-01-12,C002,SKU017,160,93
2021-01-12,C002,SKU018,89,94
2021-01-12,C002,SKU019,59,65
2021-01-12,C002,SKU020,136,73
2021-01-12,C003,SKU001,68,103
2021-01-12,C003,SKU002,135,107
2021-01-12,C003,SKU003,129,71
2021-01-12,C003,SKU004,57,127
2021-01-12,C003,SKU005,90,83
2021-01-12,C003,SKU006,139,103
2021-01-12,C003,SKU007,113,144
2021-01-12,C003,SKU008,80,113
2021-01-12,C003,SKU009,101,96
2021-01-12,C003,SKU010,145,102
2021-01-12,C003,SKU011,116,116
2021-01-12,C003,SKU012,89,69
2021-01-12,C003,SKU013,68,40
2021-01-12,C003,SKU014,161,62
2021-01-12,C003,SKU015,93,83
2021-01-12,C003,SKU016,109,110
2021-01-12,C003,SKU017,125,75
2021-01-12,C003,SKU018,94,97
2021-01-12,C003,SKU019,92,130
2021-01-12,C003,SKU020,114,108
2021-01-13,C001,SKU001,119,119
2021-01-13,C001,SKU002,105,57
2021-01-13,C001,SKU003,111,73
2021-01-13,C001,SKU004,84,104
2021-01-13,C001,SKU005,137,90
2021-01-13,C001,SKU006,109,132
2021-01-13,C001,SKU007,107,155
2021-01-13,C001,SKU008,116,45
2021-01-13,C001,SKU009,122,99
2021-01-13,C001,SKU010,138,106
2021-01-13,C001,SKU011,95,59
2021-01-13,C001,SKU012,93,68
2021-01-13,C001,SKU013,82,104
2021-01-13,C001,SKU014,150,99
